seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,decode_load_ms,decode_total_frames,decode_throughput_fpms,seek_msg_seq,guest_decode_under_frames,guest_decode_under_events,guest_st_under_frames,guest_st_under_events,host_decode_under_frames,host_decode_under_events,host_st_under_frames,host_st_under_events,event
537,1781080445215,1781080445072,192.168.35.239:42808,-0.10,-15.02,1781080445031,1134508110.2,11419570,11430927,0,275.85,273.06,-2.79,-3.40,1134508110.0,1134508110.0,19,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
538,1781080445426,1781080445272,192.168.35.209:50762,2.82,-32.32,1781080445031,1127661951.6,11419570,11445363,0,275.85,74.27,-201.58,-202.26,1127661956.0,1127661952.0,27,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
539,1781080445703,1781080445578,192.168.35.239:42808,0.02,-15.12,1781080445535,1134508110.2,11468046,11479584,0,276.80,273.89,-2.91,-3.40,1134508110.0,1134508110.0,19,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
540,1781080445931,1781080445772,192.168.35.209:50762,3.73,-33.36,1781080445535,1127661951.7,11468046,11493363,0,276.80,74.27,-202.53,-202.26,1127661955.0,1127661952.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
541,1781080446227,1781080446083,192.168.35.239:42808,-1.28,-13.80,1781080446041,1134508110.2,11516622,11528093,0,276.79,275.20,-1.60,-3.40,1134508118.0,1134508110.0,24,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
542,1781080446432,1781080446272,192.168.35.209:50762,3.72,-33.37,1781080446041,1127661951.7,11516622,11541363,0,276.79,74.27,-202.52,-202.26,1127661955.0,1127661952.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
543,1781080446740,1781080446588,192.168.35.239:42808,-0.21,-14.81,1781080446547,1134508110.2,11565118,11576489,0,275.99,273.32,-2.67,-3.40,1134508118.0,1134508110.0,24,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
544,1781080446952,1781080446772,192.168.35.209:50762,2.88,-32.58,1781080446547,1127661951.7,11565118,11589363,0,275.99,74.27,-201.72,-202.26,1127661944.0,1127661952.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
545,1781080447306,1781080447145,192.168.35.239:42808,-0.94,-14.04,1781080447053,1134508110.2,11613677,11630015,0,275.80,273.88,-1.92,-3.40,1134508118.0,1134508110.0,30,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
546,1781080447469,1781080447282,192.168.35.209:50762,2.69,-32.41,1781080447053,1127661951.7,11613677,11638323,0,275.80,74.27,-201.53,-202.26,1127661944.0,1127661952.0,23,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
547,1781080447782,1781080447650,192.168.35.239:42808,-1.02,-10.98,1781080447557,1134508110.2,11662001,11678538,0,275.16,274.32,-0.84,-3.40,1134508118.0,1134508110.0,30,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
548,1781080448014,1781080447872,192.168.35.209:50762,1.93,-32.06,1781080447557,1127661951.8,11662001,11694963,0,275.16,74.27,-200.89,-202.26,1127661955.0,1127661953.0,15,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
549,1781080448327,1781080448154,192.168.35.239:42808,-1.51,-13.45,1781080447961,1134508110.2,11700777,11726866,0,275.09,273.76,-1.33,-3.40,1134508115.0,1134508110.0,18,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
550,1781080448515,1781080448372,192.168.35.209:50762,1.85,-31.97,1781080447961,1127661951.8,11700777,11742963,0,275.09,74.27,-200.82,-202.26,1127661955.0,1127661953.0,15,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
551,1781080448796,1781080448659,192.168.35.239:42808,-1.61,-13.34,1781080448465,1134508110.2,11749218,11775413,0,275.68,274.44,-1.23,-3.40,1134508115.0,1134508110.0,18,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
552,1781080449038,1781080448872,192.168.35.209:50762,2.12,-33.20,1781080448465,1127661952.1,11749218,11790963,0,275.68,74.27,-201.41,-202.26,1127661958.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
553,1781080449326,1781080449164,192.168.35.239:42808,-1.24,-13.67,1781080448969,1134508110.1,11797580,11823837,0,275.44,273.86,-1.58,-3.40,1134508107.0,1134508110.0,13,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
554,1781080449513,1781080449372,192.168.35.209:50762,1.89,-32.97,1781080448969,1127661952.1,11797580,11838963,0,275.44,74.27,-201.17,-202.26,1127661958.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
555,1781080449831,1781080449671,192.168.35.239:42808,-0.27,-11.66,1781080449476,1134508110.1,11846222,11872577,0,276.13,274.58,-1.55,-3.40,1134508107.0,1134508110.0,13,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
556,1781080450043,1781080449872,192.168.35.209:50762,3.30,-32.23,1781080449476,1127661952.4,11846222,11886963,0,276.13,74.27,-201.86,-202.26,1127661957.0,1127661955.0,30,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
557,1781080450323,1781080450175,192.168.35.239:42808,-1.55,-13.29,1781080449980,1134508110.1,11894559,11920944,0,275.66,274.40,-1.26,-3.40,1134508114.0,1134508110.0,24,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
558,1781080450622,1781080450467,192.168.35.209:50762,0.99,-33.72,1781080450487,1127661952.7,11943275,11944083,0,275.09,74.27,-200.82,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
559,1781080450832,1781080450681,192.168.35.239:42808,-1.77,-13.14,1781080450487,1134508110.1,11943275,11969486,0,275.09,274.05,-1.04,-3.40,1134508114.0,1134508110.0,24,10,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
560,1781080451138,1781080450972,192.168.35.209:50762,0.99,-33.72,1781080450487,1127661952.7,11943275,11992563,0,275.09,74.27,-200.82,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
561,1781080451299,1781080451186,192.168.35.239:42808,-2.29,-12.25,1781080450993,1134508110.0,11991847,12017928,0,275.06,274.64,-0.41,-3.40,1134508121.0,1134508109.0,30,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
562,1781080451620,1781080451472,192.168.35.209:50762,3.31,-32.99,1781080451496,1127661952.7,12040167,12040563,0,276.41,74.27,-202.14,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
563,1781080451786,1781080451689,192.168.35.239:42808,-0.35,-11.15,1781080451496,1134508110.0,12040167,12066352,0,276.41,275.06,-1.35,-3.40,1134508121.0,1134508109.0,30,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
564,1781080452150,1781080451972,192.168.35.209:50762,3.31,-32.99,1781080451496,1127661952.7,12040167,12088563,0,276.41,74.27,-202.14,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
565,1781080452473,1781080452247,192.168.35.239:42808,1.43,-12.66,1781080452001,1134508109.9,12088706,12119720,0,276.02,272.99,-3.03,-3.40,1134508115.0,1134508109.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
566,1781080452621,1781080452472,192.168.35.209:50762,1.93,-34.60,1781080452001,1127661952.7,12088706,12136563,0,276.02,74.27,-201.75,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
567,1781080452914,1781080452750,192.168.35.239:42808,-1.31,-12.88,1781080452505,1134508109.9,12137061,12168148,0,275.73,274.43,-1.29,-3.40,1134508115.0,1134508109.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
568,1781080453127,1781080452972,192.168.35.209:50762,1.63,-34.30,1781080452505,1127661952.7,12137061,12184563,0,275.73,74.27,-201.45,-202.26,1127661954.0,1127661955.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
569,1781080453456,1781080453256,192.168.35.239:42808,0.44,-11.68,1781080453010,1134508109.9,12185439,12216644,0,275.64,273.60,-2.05,-3.40,1134508110.0,1134508110.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
570,1781080453744,1781080453572,192.168.35.209:50762,1.00,-34.39,1781080453513,1127661952.9,12233792,12242163,0,275.32,74.27,-201.05,-202.26,1127661956.0,1127661955.0,14,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
571,1781080453917,1781080453761,192.168.35.239:42808,-2.38,-11.86,1781080453513,1134508109.9,12233792,12265268,0,275.32,275.10,-0.22,-3.40,1134508110.0,1134508110.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
572,1781080454241,1781080454072,192.168.35.209:50762,1.00,-34.39,1781080453513,1127661952.9,12233792,12290163,0,275.32,74.27,-201.05,-202.26,1127661956.0,1127661955.0,14,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
573,1781080454403,1781080454266,192.168.35.239:42808,-1.62,-12.64,1781080454020,1134508109.9,12282357,12313663,0,275.20,274.21,-0.98,-3.40,1134508110.0,1134508110.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
574,1781080454737,1781080454572,192.168.35.209:50762,-3.33,-36.67,1781080454525,1127661953.1,12330932,12338163,0,273.21,74.27,-198.94,-202.26,1127661949.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
575,1781080454894,1781080454771,192.168.35.239:42808,-6.30,-13.93,1781080454525,1134508109.9,12330932,12362209,0,273.21,274.90,1.69,-3.40,1134508110.0,1134508110.0,9,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
576,1781080455233,1781080455072,192.168.35.209:50762,1.64,-35.64,1781080455031,1127661953.1,12379601,12386163,0,276.18,74.27,-201.91,-202.26,1127661949.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
577,1781080455390,1781080455276,192.168.35.239:42808,-0.69,-13.55,1781080455031,1134508109.9,12379601,12410627,0,276.18,274.25,-1.93,-3.40,1134508117.0,1134508110.0,29,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
578,1781080455750,1781080455572,192.168.35.209:50762,1.68,-35.70,1781080455535,1127661953.1,12427990,12434163,0,276.22,74.27,-201.95,-202.26,1127661949.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
579,1781080455918,1781080455781,192.168.35.239:42808,-0.40,-13.90,1781080455535,1134508109.9,12427990,12458985,0,276.22,274.00,-2.22,-3.40,1134508117.0,1134508110.0,29,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
580,1781080456214,1781080456072,192.168.35.209:50762,1.20,-35.19,1781080456039,1127661953.1,12476326,12482163,0,275.74,74.27,-201.46,-202.26,1127661949.0,1127661955.0,22,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
581,1781080456393,1781080456285,192.168.35.239:42808,-0.51,-13.75,1781080456039,1134508109.9,12476326,12507430,0,275.74,273.62,-2.12,-3.40,1134508108.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
582,1781080456709,1781080456572,192.168.35.209:50762,2.19,-36.47,1781080456543,1127661953.2,12524815,12530163,0,276.81,74.27,-202.54,-202.26,1127661954.0,1127661954.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
583,1781080456924,1781080456790,192.168.35.239:42808,-0.46,-13.83,1781080456543,1134508109.9,12524815,12556009,0,276.81,274.65,-2.16,-3.40,1134508108.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
584,1781080457208,1781080457072,192.168.35.209:50762,2.63,-36.93,1781080457050,1127661953.2,12573434,12578163,0,277.25,74.27,-202.98,-202.26,1127661954.0,1127661954.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
585,1781080457596,1781080457346,192.168.35.239:42808,2.16,-13.48,1781080457050,1134508109.9,12573434,12609271,0,277.25,273.46,-3.79,-3.40,1134508108.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
586,1781080457716,1781080457572,192.168.35.209:50762,1.90,-36.44,1781080457553,1127661953.3,12621756,12626163,0,276.60,74.27,-202.33,-202.26,1127661950.0,1127661954.0,26,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
587,1781080457994,1781080457850,192.168.35.239:42808,-1.46,-12.87,1781080457553,1134508109.9,12621756,12657844,0,276.60,275.44,-1.16,-3.40,1134508108.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
588,1781080458217,1781080458072,192.168.35.209:50762,1.90,-36.44,1781080457553,1127661953.3,12621756,12674163,0,276.60,74.27,-202.33,-202.26,1127661950.0,1127661954.0,26,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
589,1781080458527,1781080458355,192.168.35.239:42808,-1.71,-12.57,1781080457957,1134508109.9,12660474,12706285,0,275.94,275.02,-0.92,-3.40,1134508111.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
590,1781080458726,1781080458572,192.168.35.209:50762,1.99,-36.74,1781080458461,1127661953.4,12708939,12722163,0,276.76,74.27,-202.49,-202.26,1127661951.0,1127661954.0,15,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
591,1781080458999,1781080458859,192.168.35.239:42808,-0.77,-13.58,1781080458461,1134508109.9,12708939,12754656,0,276.76,274.90,-1.86,-3.40,1134508111.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
592,1781080459244,1781080459072,192.168.35.209:50762,0.99,-35.71,1781080458965,1127661953.4,12757226,12770163,0,275.76,74.27,-201.49,-202.26,1127661951.0,1127661954.0,15,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
593,1781080459502,1781080459364,192.168.35.239:42808,-1.64,-12.69,1781080458965,1134508109.9,12757226,12803124,0,275.76,274.77,-0.99,-3.40,1134508113.0,1134508110.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
594,1781080459766,1781080459572,192.168.35.209:50762,0.94,-35.64,1781080459470,1127661953.4,12805604,12818163,0,275.71,74.27,-201.44,-202.26,1127661951.0,1127661954.0,15,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
595,1781080460017,1781080459868,192.168.35.239:42808,-0.32,-14.01,1781080459470,1134508109.9,12805604,12851375,0,275.71,273.39,-2.32,-3.40,1134508113.0,1134508110.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
596,1781080460237,1781080460072,192.168.35.209:50762,0.75,-35.46,1781080459975,1127661953.4,12854162,12866163,0,275.52,74.27,-201.25,-202.26,1127661951.0,1127661954.0,15,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
597,1781080460489,1781080460372,192.168.35.239:42808,-1.69,-12.64,1781080459975,1134508109.9,12854162,12899873,0,275.52,274.58,-0.94,-3.40,1134508113.0,1134508110.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
598,1781080460709,1781080460572,192.168.35.209:50762,-3.09,-37.82,1781080460477,1127661953.4,12902376,12914163,0,273.75,74.27,-199.48,-202.26,1127661952.0,1127661954.0,13,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
599,1781080460994,1781080460878,192.168.35.239:42808,-6.34,-13.99,1781080460477,1134508109.9,12902376,12948437,0,273.75,275.45,1.70,-3.40,1134508113.0,1134508110.0,12,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
600,1781080461214,1781080461072,192.168.35.209:50762,1.33,-36.23,1781080460981,1127661953.4,12950800,12962163,0,276.17,74.27,-201.90,-202.26,1127661952.0,1127661954.0,13,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
601,1781080461540,1781080461382,192.168.35.239:42808,-0.01,-14.32,1781080460981,1134508110.0,12950800,12996734,0,276.17,273.54,-2.63,-3.40,1134508112.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
602,1781080461733,1781080461572,192.168.35.209:50762,1.07,-35.97,1781080461487,1127661953.4,12999351,13010163,0,275.90,74.27,-201.63,-202.26,1127661952.0,1127661954.0,13,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
603,1781080461995,1781080461888,192.168.35.239:42808,-1.58,-12.76,1781080461487,1134508110.0,12999351,13045435,0,275.90,274.84,-1.06,-3.40,1134508112.0,1134508110.0,11,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
604,1781080462219,1781080462072,192.168.35.209:50762,1.07,-35.97,1781080461487,1127661953.4,12999351,13058163,0,275.90,74.27,-201.63,-202.26,1127661952.0,1127661954.0,13,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
605,1781080462515,1781080462392,192.168.35.239:42808,-0.96,-16.29,1781080461991,1134508110.0,13047756,13093641,0,276.13,274.44,-1.69,-3.40,1134508107.0,1134508110.0,16,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
606,1781080462780,1781080462572,192.168.35.209:50762,1.33,-36.41,1781080462498,1127661953.5,13096342,13106163,0,276.23,74.27,-201.96,-202.26,1127661954.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
607,1781080463102,1781080462947,192.168.35.239:42808,-0.28,-14.07,1781080462498,1134508110.0,13096342,13147005,0,276.23,273.86,-2.37,-3.40,1134508107.0,1134508110.0,16,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
608,1781080463247,1781080463072,192.168.35.209:50762,1.30,-36.36,1781080463003,1127661953.5,13144914,13154163,0,276.19,74.27,-201.92,-202.26,1127661954.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
609,1781080463598,1781080463453,192.168.35.239:42808,-1.59,-12.67,1781080463003,1134508110.0,13144914,13195707,0,276.19,275.13,-1.06,-3.40,1134508107.0,1134508110.0,16,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
610,1781080463708,1781080463572,192.168.35.209:50762,0.74,-35.95,1781080463510,1127661953.5,13193441,13202163,0,275.68,74.27,-201.41,-202.26,1127661955.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
611,1781080464111,1781080463958,192.168.35.239:42808,-0.66,-13.64,1781080463510,1134508110.0,13193441,13244047,0,275.68,273.70,-1.98,-3.40,1134508107.0,1134508110.0,16,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
612,1781080464255,1781080464072,192.168.35.209:50762,0.71,-35.94,1781080464015,1127661953.5,13242015,13250163,0,275.66,74.27,-201.39,-202.26,1127661955.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
613,1781080464595,1781080464461,192.168.35.239:42808,-0.86,-13.51,1781080464015,1134508110.0,13242015,13292349,0,275.66,273.87,-1.79,-3.40,1134508115.0,1134508110.0,25,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
614,1781080464749,1781080464572,192.168.35.209:50762,0.65,-36.62,1781080464517,1127661953.5,13290237,13298163,0,275.60,74.27,-201.33,-202.26,1127661955.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
615,1781080465111,1781080464966,192.168.35.239:42808,-1.74,-13.36,1781080464517,1134508110.0,13290237,13340812,0,275.60,274.68,-0.91,-3.40,1134508115.0,1134508110.0,25,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
616,1781080465211,1781080465072,192.168.35.209:50762,-3.32,-37.89,1781080465021,1127661953.5,13338587,13346163,0,273.62,74.27,-199.35,-202.26,1127661955.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
617,1781080465589,1781080465470,192.168.35.239:42808,-5.00,-15.37,1781080465021,1134508110.0,13338587,13389222,0,273.62,273.97,0.35,-3.40,1134508115.0,1134508110.0,25,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
618,1781080465720,1781080465572,192.168.35.209:50762,1.06,-36.42,1781080465527,1127661953.6,13387205,13394163,0,276.06,74.27,-201.78,-202.26,1127661957.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
619,1781080466107,1781080465973,192.168.35.239:42808,-2.18,-12.18,1781080465527,1134508110.0,13387205,13437666,0,276.06,275.58,-0.47,-3.40,1134508115.0,1134508110.0,25,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
620,1781080466324,1781080466171,192.168.35.209:50762,1.45,-36.83,1781080466033,1127661953.6,13435819,13451763,0,276.44,74.27,-202.17,-202.26,1127661957.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
621,1781080466602,1781080466479,192.168.35.239:42808,-0.03,-14.33,1781080466033,1134508110.0,13435819,13486074,0,276.44,273.82,-2.62,-3.40,1134508116.0,1134508110.0,21,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
622,1781080466814,1781080466671,192.168.35.209:50762,2.84,-35.21,1781080466536,1127661953.6,13484048,13499763,0,276.83,74.27,-202.56,-202.26,1127661957.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
623,1781080467088,1781080466983,192.168.35.239:42808,1.30,-12.64,1781080466536,1134508110.0,13484048,13534464,0,276.83,273.88,-2.95,-3.40,1134508116.0,1134508110.0,21,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
624,1781080467363,1781080467171,192.168.35.209:50762,1.60,-36.99,1781080467041,1127661953.6,13532602,13547763,0,276.59,74.27,-202.32,-202.26,1127661957.0,1127661954.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
625,1781080467596,1781080467488,192.168.35.239:42808,-1.46,-12.95,1781080467041,1134508110.0,13532602,13583088,0,276.59,275.40,-1.20,-3.40,1134508107.0,1134508110.0,15,9,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
626,1781080467810,1781080467671,192.168.35.209:50762,1.67,-37.15,1781080467545,1127661953.6,13580995,13595763,0,276.70,74.27,-202.43,-202.26,1127661953.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
627,1781080468180,1781080468044,192.168.35.239:42808,0.52,-15.54,1781080468050,1134508110.2,13629422,13636210,0,277.13,273.75,-3.38,-3.40,1134508116.0,1134508112.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
628,1781080468334,1781080468171,192.168.35.209:50762,2.10,-37.62,1781080468050,1127661953.6,13629422,13643763,0,277.13,74.27,-202.86,-202.26,1127661953.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
629,1781080468686,1781080468547,192.168.35.239:42808,-1.40,-13.59,1781080468553,1134508110.2,13677701,13684675,0,276.06,274.60,-1.46,-3.40,1134508116.0,1134508112.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
630,1781080468809,1781080468671,192.168.35.209:50762,1.02,-36.51,1781080468553,1127661953.6,13677701,13691763,0,276.06,74.27,-201.79,-202.26,1127661953.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
631,1781080469219,1781080469053,192.168.35.239:42808,-2.13,-13.46,1781080468957,1134508110.4,13716497,13733313,0,276.16,275.25,-0.91,-3.40,1134508111.0,1134508112.0,25,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
632,1781080469341,1781080469171,192.168.35.209:50762,1.12,-36.65,1781080468957,1127661953.6,13716497,13739763,0,276.16,74.27,-201.89,-202.26,1127661953.0,1127661954.0,17,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
633,1781080469721,1781080469558,192.168.35.239:42808,-1.18,-14.37,1781080469467,1134508110.4,13765386,13781633,0,275.43,273.56,-1.86,-3.40,1134508111.0,1134508112.0,25,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
634,1781080469833,1781080469671,192.168.35.209:50762,0.36,-35.98,1781080469467,1127661953.7,13765386,13787763,0,275.43,74.27,-201.16,-202.26,1127661954.0,1127661954.0,27,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
635,1781080470206,1781080470063,192.168.35.239:42808,-1.71,-14.29,1781080469967,1134508110.5,13813438,13830202,0,275.98,274.49,-1.50,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
636,1781080470313,1781080470171,192.168.35.209:50762,0.91,-36.51,1781080469967,1127661953.7,13813438,13835763,0,275.98,74.27,-201.71,-202.26,1127661954.0,1127661954.0,27,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
637,1781080470716,1781080470568,192.168.35.239:42808,-2.72,-13.34,1781080470471,1134508110.5,13861747,13878701,0,275.19,274.70,-0.49,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
638,1781080470811,1781080470671,192.168.35.209:50762,0.09,-35.80,1781080470471,1127661953.7,13861747,13883763,0,275.19,74.27,-200.92,-202.26,1127661955.0,1127661954.0,30,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
639,1781080471216,1781080471074,192.168.35.239:42808,-6.84,-15.23,1781080470973,1134508110.5,13909926,13927275,0,273.05,274.68,1.63,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
640,1781080471313,1781080471171,192.168.35.209:50762,-4.06,-37.68,1781080470973,1127661953.7,13909926,13931763,0,273.05,74.27,-198.78,-202.26,1127661955.0,1127661954.0,30,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
641,1781080471725,1781080471578,192.168.35.239:42808,-1.99,-14.04,1781080471478,1134508110.5,13958438,13975707,0,276.40,275.17,-1.22,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
642,1781080471830,1781080471671,192.168.35.209:50762,1.46,-36.66,1781080471478,1127661953.5,13958438,13979763,0,276.40,74.27,-202.13,-202.26,1127661956.0,1127661952.0,21,13,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
643,1781080472254,1781080472083,192.168.35.239:42808,-1.02,-15.02,1781080471985,1134508110.5,14007160,14024048,0,275.92,273.73,-2.19,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
644,1781080472324,1781080472171,192.168.35.209:50762,0.99,-36.17,1781080471985,1127661953.5,14007160,14027763,0,275.92,74.27,-201.65,-202.26,1127661956.0,1127661952.0,21,13,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
645,1781080472749,1781080472590,192.168.35.239:42808,-0.71,-11.33,1781080472490,1134508110.5,14055453,14072695,0,276.97,274.47,-2.50,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
646,1781080472850,1781080472671,192.168.35.209:50762,164.60,164.60,1781080472490,1127661953.5,14055453,14085259,0,276.97,74.27,-202.70,0.00,1127661956.0,1127661952.0,21,13,0,0,0.00,0,0,0,0,0,0,0,7200,75,fallback
647,1781080473344,1781080473146,192.168.35.239:42808,0.11,-16.16,1781080472993,1134508110.5,14103986,14126045,0,276.52,273.20,-3.32,-3.40,1134508113.0,1134508112.0,18,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
