seq,wall_ms,guest_wall,guest_id,drift_ms,vf_diff_ms,host_obs_wall,offset_ms,host_vf,guest_vf,seek_count,out_lat_host_raw,out_lat_guest_raw,out_lat_delta_current,out_lat_delta_anchored,raw_offset_ms,win_min_raw_offset_ms,last_rtt_ms,win_min_rtt_ms,decode_load_ms,decode_total_frames,decode_throughput_fpms,seek_msg_seq,guest_decode_under_frames,guest_decode_under_events,guest_st_under_frames,guest_st_under_events,host_decode_under_frames,host_decode_under_events,host_st_under_frames,host_st_under_events,event
122,1781080339599,1781080339479,192.168.35.239:42808,-6.05,-60.70,1781080339005,1134508110.5,1241044,1291981,0,273.54,274.38,0.84,-3.40,1134508110.0,1134508110.0,6,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
123,1781080339811,1781080339669,192.168.35.209:50762,-0.26,-49.73,1781080339511,1127661953.0,1289721,1306807,0,276.58,74.27,-202.31,-202.56,1127661953.0,1127661953.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
124,1781080340087,1781080339984,192.168.35.239:42808,-1.14,-59.67,1781080339511,1134508110.5,1289721,1340472,0,276.58,274.51,-2.07,-3.40,1134508110.0,1134508110.0,6,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
125,1781080340388,1781080340169,192.168.35.209:50762,-1.17,-48.79,1781080340015,1127661953.0,1338016,1354807,0,275.66,74.27,-201.39,-202.56,1127661953.0,1127661953.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
126,1781080340586,1781080340489,192.168.35.239:42808,-1.88,-58.75,1781080340015,1134508110.5,1338016,1388940,0,275.66,274.39,-1.28,-3.40,1134508111.0,1134508110.0,16,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
127,1781080340844,1781080340669,192.168.35.209:50762,-0.67,-49.27,1781080340519,1127661953.0,1386447,1402807,0,276.17,74.27,-201.90,-202.56,1127661950.0,1127661953.0,17,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
128,1781080341208,1781080341045,192.168.35.239:42808,-1.16,-59.33,1781080341023,1134508110.4,1434881,1442348,0,276.68,274.72,-1.96,-3.40,1134508110.0,1134508110.0,10,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
129,1781080341319,1781080341169,192.168.35.209:50762,-0.16,-49.80,1781080341023,1127661953.0,1434881,1450807,0,276.68,74.27,-202.41,-202.56,1127661950.0,1127661953.0,17,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
130,1781080341719,1781080341551,192.168.35.239:42808,0.12,-60.65,1781080341527,1134508110.4,1483245,1490779,0,276.45,273.22,-3.24,-3.40,1134508110.0,1134508110.0,10,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
131,1781080341832,1781080341669,192.168.35.209:50762,-0.38,-49.61,1781080341527,1127661953.0,1483245,1498807,0,276.45,74.27,-202.18,-202.56,1127661950.0,1127661953.0,23,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
132,1781080342204,1781080342054,192.168.35.239:42808,-0.36,-60.01,1781080342031,1134508110.4,1531589,1539079,0,276.05,273.34,-2.71,-3.40,1134508108.0,1134508110.0,14,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
133,1781080342355,1781080342169,192.168.35.209:50762,-0.78,-49.18,1781080342031,1127661953.0,1531589,1546807,0,276.05,74.27,-201.78,-202.56,1127661950.0,1127661953.0,23,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
134,1781080342713,1781080342559,192.168.35.239:42808,-1.97,-58.40,1781080342031,1134508110.4,1531589,1587714,0,276.05,274.95,-1.10,-3.40,1134508108.0,1134508110.0,14,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
135,1781080342812,1781080342669,192.168.35.209:50762,-0.90,-49.07,1781080342537,1127661953.0,1580154,1594807,0,275.93,74.27,-201.66,-202.56,1127661956.0,1127661953.0,12,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
136,1781080343225,1781080343064,192.168.35.239:42808,-2.89,-57.38,1781080343043,1134508110.3,1628612,1636156,0,274.69,274.55,-0.14,-3.40,1134508115.0,1134508110.0,21,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
137,1781080343351,1781080343169,192.168.35.209:50762,-2.15,-47.85,1781080343043,1127661953.0,1628612,1642807,0,274.69,74.27,-200.42,-202.56,1127661956.0,1127661953.0,12,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
138,1781080343710,1781080343568,192.168.35.239:42808,-2.23,-58.03,1781080343545,1134508110.3,1676929,1684602,0,276.00,275.19,-0.80,-3.40,1134508115.0,1134508110.0,21,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
139,1781080343828,1781080343669,192.168.35.209:50762,-0.84,-49.15,1781080343545,1127661953.0,1676929,1690807,0,276.00,74.27,-201.72,-202.56,1127661956.0,1127661953.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
140,1781080344197,1781080344073,192.168.35.239:42808,-2.08,-58.05,1781080344051,1134508110.3,1725441,1733008,0,275.35,274.42,-0.92,-3.40,1134508114.0,1134508110.0,19,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
141,1781080344314,1781080344169,192.168.35.209:50762,-1.49,-48.47,1781080344051,1127661953.0,1725441,1738807,0,275.35,74.27,-201.07,-202.56,1127661956.0,1127661953.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
142,1781080344713,1781080344577,192.168.35.239:42808,-1.57,-58.56,1781080344457,1134508110.3,1764445,1781371,0,275.64,274.21,-1.43,-3.40,1134508114.0,1134508110.0,19,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
143,1781080344818,1781080344669,192.168.35.209:50762,-1.49,-49.35,1781080344457,1127661953.3,1764445,1786807,0,275.64,74.27,-201.37,-202.56,1127661956.0,1127661956.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
144,1781080345185,1781080345081,192.168.35.239:42808,-1.76,-58.29,1781080344963,1134508110.3,1813050,1829805,0,275.94,274.74,-1.20,-3.40,1134508110.0,1134508110.0,8,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
145,1781080345316,1781080345169,192.168.35.209:50762,-1.19,-49.66,1781080344963,1127661953.3,1813050,1834807,0,275.94,74.27,-201.67,-202.56,1127661956.0,1127661956.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
146,1781080345682,1781080345587,192.168.35.239:42808,-4.78,-61.27,1781080345470,1134508110.3,1861617,1878278,0,273.85,273.66,-0.18,-3.40,1134508110.0,1134508110.0,8,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
147,1781080345812,1781080345669,192.168.35.209:50762,-5.29,-51.57,1781080345470,1127661953.3,1861617,1882807,0,273.85,74.27,-199.57,-202.56,1127661956.0,1127661956.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
148,1781080346289,1781080346143,192.168.35.239:42808,-1.02,-58.94,1781080345975,1134508110.3,1910267,1931754,0,276.61,274.69,-1.91,-3.40,1134508112.0,1134508110.0,11,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
149,1781080346319,1781080346169,192.168.35.209:50762,-0.53,-50.35,1781080345975,1127661953.3,1910267,1930807,0,276.61,74.27,-202.34,-202.56,1127661956.0,1127661956.0,21,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
150,1781080346797,1781080346646,192.168.35.239:42808,-2.43,-57.57,1781080346480,1134508110.3,1958543,1980067,0,275.47,274.95,-0.51,-3.40,1134508112.0,1134508110.0,11,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
151,1781080346811,1781080346669,192.168.35.209:50762,-1.94,-49.78,1781080346480,1127661953.6,1958543,1978807,0,275.47,74.27,-201.20,-202.56,1127661958.0,1127661956.0,25,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
152,1781080347316,1781080347152,192.168.35.239:42808,-0.56,-59.30,1781080346983,1134508110.2,2006983,2028525,0,276.08,273.72,-2.36,-3.40,1134508108.0,1134508110.0,14,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
153,1781080347317,1781080347169,192.168.35.209:50762,-1.33,-50.33,1781080346983,1127661953.6,2006983,2026807,0,276.08,74.27,-201.81,-202.56,1127661958.0,1127661956.0,25,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
154,1781080347840,1781080347658,192.168.35.239:42808,-0.30,-59.57,1781080347490,1134508110.2,2055563,2077080,0,276.12,273.50,-2.61,-3.40,1134508108.0,1134508110.0,14,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
155,1781080347841,1781080347669,192.168.35.209:50762,-1.29,-50.38,1781080347490,1127661953.6,2055563,2074807,0,276.12,74.27,-201.84,-202.56,1127661958.0,1127661956.0,25,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
156,1781080348303,1781080348165,192.168.35.239:42808,-1.27,-58.58,1781080347993,1134508110.2,2103816,2125714,0,274.73,273.11,-1.62,-3.40,1134508116.0,1134508110.0,26,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
157,1781080348315,1781080348169,192.168.35.209:50762,-2.67,-49.03,1781080347993,1127661953.6,2103816,2122807,0,274.73,74.27,-200.46,-202.56,1127661958.0,1127661956.0,25,12,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
158,1781080348783,1781080348672,192.168.35.239:42808,-0.26,-59.57,1781080348497,1134508110.2,2152356,2174446,0,276.35,273.73,-2.63,-3.40,1134508116.0,1134508110.0,26,6,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
159,1781080348811,1781080348669,192.168.35.209:50762,-0.80,-50.15,1781080348497,1127661953.3,2152356,2170807,0,276.35,74.27,-202.08,-202.56,1127661951.0,1127661951.0,11,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
160,1781080349326,1781080349178,192.168.35.239:42808,-2.64,-57.14,1781080349000,1134508110.2,2200440,2223144,0,275.23,275.00,-0.23,-3.40,1134508108.0,1134508110.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
161,1781080349418,1781080349268,192.168.35.209:50762,-1.91,-49.02,1781080349000,1127661953.3,2200440,2228407,0,275.23,74.27,-200.96,-202.56,1127661951.0,1127661951.0,11,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
162,1781080349835,1781080349683,192.168.35.239:42808,-1.06,-58.70,1781080349505,1134508110.2,2249074,2271531,0,275.86,274.04,-1.81,-3.40,1134508108.0,1134508110.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
163,1781080349950,1781080349768,192.168.35.209:50762,-1.06,-49.14,1781080349505,1127661953.1,2249074,2276407,0,275.86,74.27,-201.58,-202.56,1127661954.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
164,1781080350360,1781080350188,192.168.35.239:42808,0.37,-57.15,1781080350011,1134508110.2,2297721,2320040,0,276.57,274.34,-2.24,-3.40,1134508108.0,1134508110.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
165,1781080350415,1781080350269,192.168.35.209:50762,-0.34,-49.90,1781080350011,1127661953.1,2297721,2324407,0,276.57,74.27,-202.30,-202.56,1127661954.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
166,1781080350811,1781080350692,192.168.35.239:42808,-1.73,-61.64,1781080350515,1134508110.2,2346042,2368294,0,275.94,274.79,-1.15,-3.40,1134508108.0,1134508110.0,26,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
167,1781080351015,1781080350868,192.168.35.209:50762,-0.77,-48.81,1781080350515,1127661952.9,2346042,2382007,0,275.94,74.27,-201.66,-202.56,1127661953.0,1127661951.0,17,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
168,1781080351418,1781080351248,192.168.35.239:42808,-0.81,-58.89,1781080351021,1134508110.2,2394619,2421758,0,275.95,273.90,-2.05,-3.40,1134508112.0,1134508110.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
169,1781080351517,1781080351368,192.168.35.209:50762,-0.76,-48.82,1781080351021,1127661952.9,2394619,2430007,0,275.95,74.27,-201.68,-202.56,1127661953.0,1127661951.0,17,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
170,1781080351920,1781080351754,192.168.35.239:42808,-2.38,-57.32,1781080351525,1134508110.2,2442992,2470474,0,275.83,275.36,-0.47,-3.40,1134508112.0,1134508110.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
171,1781080352017,1781080351868,192.168.35.209:50762,-0.69,-48.34,1781080351525,1127661952.7,2442992,2478007,0,275.83,74.27,-201.56,-202.56,1127661955.0,1127661951.0,16,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
172,1781080352428,1781080352261,192.168.35.239:42808,-1.67,-57.96,1781080352031,1134508110.1,2491571,2519083,0,275.87,274.70,-1.17,-3.40,1134508116.0,1134508110.0,19,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
173,1781080352515,1781080352368,192.168.35.209:50762,-0.65,-48.36,1781080352031,1127661952.7,2491571,2526007,0,275.87,74.27,-201.60,-202.56,1127661955.0,1127661951.0,16,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
174,1781080352882,1781080352766,192.168.35.239:42808,-2.56,-57.13,1781080352535,1134508110.1,2539907,2567598,0,275.35,275.07,-0.27,-3.40,1134508116.0,1134508110.0,19,8,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
175,1781080353016,1781080352868,192.168.35.209:50762,-1.01,-47.54,1781080352535,1127661952.5,2539907,2574007,0,275.35,74.27,-201.08,-202.56,1127661956.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7104,74,drift
176,1781080353414,1781080353271,192.168.35.239:42808,-1.27,-58.34,1781080353037,1134508110.1,2588142,2616000,0,275.82,274.27,-1.55,-3.40,1134508108.0,1134508110.0,14,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
177,1781080353563,1781080353368,192.168.35.209:50762,-0.54,-47.97,1781080353037,1127661952.5,2588142,2622007,0,275.82,74.27,-201.55,-202.56,1127661956.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
178,1781080353964,1781080353775,192.168.35.239:42808,1.08,-57.70,1781080353545,1134508110.1,2636909,2664253,0,275.80,272.90,-2.90,-3.40,1134508108.0,1134508110.0,14,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
179,1781080354014,1781080353868,192.168.35.209:50762,0.60,-45.66,1781080353545,1127661952.4,2636909,2670007,0,275.80,74.27,-201.53,-202.56,1127661950.0,1127661951.0,13,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
180,1781080354475,1781080354281,192.168.35.239:42808,-4.13,-61.46,1781080354045,1134508110.1,2684969,2712910,0,274.43,273.75,-0.68,-3.40,1134508107.0,1134508110.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
181,1781080354515,1781080354368,192.168.35.209:50762,-2.77,-48.28,1781080354045,1127661952.4,2684969,2718007,0,274.43,74.27,-200.16,-202.56,1127661950.0,1127661951.0,13,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
182,1781080354906,1781080354787,192.168.35.239:42808,-1.55,-57.62,1781080354555,1134508110.1,2733888,2761601,0,276.19,274.93,-1.26,-3.40,1134508107.0,1134508110.0,15,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
183,1781080355017,1781080354868,192.168.35.209:50762,1.13,-45.39,1781080354555,1127661952.2,2733888,2766007,0,276.19,74.27,-201.92,-202.56,1127661956.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
184,1781080355426,1781080355292,192.168.35.239:42808,-1.21,-61.32,1781080354960,1134508110.1,2772679,2809894,0,276.07,274.49,-1.58,-3.40,1134508114.0,1134508110.0,21,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
185,1781080355514,1781080355368,192.168.35.209:50762,1.00,-45.66,1781080354960,1127661952.2,2772679,2814007,0,276.07,74.27,-201.80,-202.56,1127661956.0,1127661951.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
186,1781080356012,1781080355846,192.168.35.239:42808,-1.00,-58.53,1781080355467,1134508110.1,2821497,2863252,0,276.59,274.80,-1.79,-3.40,1134508114.0,1134508110.0,21,8,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
187,1781080356015,1781080355868,192.168.35.209:50762,1.65,-45.93,1781080355467,1127661952.1,2821497,2862007,0,276.59,74.27,-202.32,-202.56,1127661957.0,1127661951.0,22,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
188,1781080356524,1781080356350,192.168.35.239:42808,-1.21,-58.92,1781080355971,1134508110.3,2869849,2911604,0,276.25,274.47,-1.78,-3.40,1134508104.0,1134508112.0,25,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
189,1781080356525,1781080356368,192.168.35.209:50762,1.30,-45.61,1781080355971,1127661952.1,2869849,2910007,0,276.25,74.27,-201.97,-202.56,1127661957.0,1127661951.0,22,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
190,1781080357037,1781080356868,192.168.35.209:50762,0.90,-35.44,1781080356473,1127661952.2,2918009,2958487,0,275.93,74.27,-201.66,-202.56,1127661953.0,1127661953.0,7,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
191,1781080357038,1781080356855,192.168.35.239:42808,-1.95,-58.14,1781080356473,1134508110.3,2918009,2960125,0,275.93,274.89,-1.04,-3.40,1134508104.0,1134508112.0,25,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
192,1781080357552,1781080357361,192.168.35.239:42808,-2.63,-57.41,1781080356980,1134508110.3,2966534,3008716,0,275.37,275.05,-0.33,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
193,1781080357566,1781080357368,192.168.35.209:50762,0.34,-44.93,1781080356980,1127661952.2,2966534,3006007,0,275.37,74.27,-201.10,-202.56,1127661953.0,1127661953.0,7,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
194,1781080358034,1781080357865,192.168.35.239:42808,-1.78,-58.26,1781080357483,1134508110.3,3014974,3057075,0,275.96,274.79,-1.18,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
195,1781080358035,1781080357868,192.168.35.209:50762,0.93,-45.51,1781080357483,1127661952.2,3014974,3054007,0,275.96,74.27,-201.69,-202.56,1127661953.0,1127661953.0,7,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
196,1781080358483,1781080358370,192.168.35.239:42808,-0.42,-59.58,1781080357987,1134508110.3,3063379,3105447,0,276.20,273.67,-2.54,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
197,1781080358551,1781080358368,192.168.35.209:50762,1.17,-45.71,1781080357987,1127661952.2,3063379,3102007,0,276.20,74.27,-201.93,-202.56,1127661953.0,1127661953.0,7,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
198,1781080359098,1781080358868,192.168.35.209:50762,0.52,-45.33,1781080358490,1127661952.3,3111518,3150007,0,275.63,74.27,-201.36,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
199,1781080359098,1781080358875,192.168.35.239:42808,-2.11,-57.92,1781080358490,1134508110.3,3111518,3154035,0,275.63,274.79,-0.84,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
200,1781080359612,1781080359379,192.168.35.239:42808,-0.48,-59.56,1781080358997,1134508110.3,3160406,3202382,0,276.88,274.40,-2.48,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
201,1781080359615,1781080359368,192.168.35.209:50762,1.77,-46.59,1781080358997,1127661952.3,3160406,3198007,0,276.88,74.27,-202.61,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
202,1781080360068,1781080359884,192.168.35.239:42808,-2.70,-57.32,1781080359503,1134508110.3,3208868,3250962,0,275.70,275.44,-0.26,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
203,1781080360083,1781080359868,192.168.35.209:50762,0.59,-45.39,1781080359503,1127661952.3,3208868,3246007,0,275.70,74.27,-201.43,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
204,1781080360494,1781080360390,192.168.35.239:42808,0.26,-57.26,1781080360005,1134508110.3,3257071,3299362,0,275.82,273.61,-2.21,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
205,1781080360535,1781080360368,192.168.35.209:50762,0.71,-45.50,1781080360005,1127661952.3,3257071,3294007,0,275.82,74.27,-201.55,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
206,1781080361015,1781080360868,192.168.35.209:50762,-2.33,-48.47,1781080360510,1127661952.3,3305548,3342007,0,274.79,74.27,-200.52,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
207,1781080361098,1781080360946,192.168.35.239:42808,-3.98,-62.04,1781080360510,1134508110.3,3305548,3352661,0,274.79,273.81,-0.97,-3.40,1134508110.0,1134508110.0,12,12,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
208,1781080361596,1781080361368,192.168.35.209:50762,-0.05,-44.76,1781080361015,1127661952.3,3353959,3390007,0,275.06,74.27,-200.79,-202.56,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
209,1781080361608,1781080361449,192.168.35.239:42808,-2.16,-58.39,1781080361015,1134508110.4,3353959,3401072,0,275.06,274.09,-0.97,-3.40,1134508112.0,1134508112.0,11,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
210,1781080362068,1781080361868,192.168.35.209:50762,151.43,151.43,1781080361521,1127661952.3,3402596,3447455,0,275.69,74.27,-201.42,0.00,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,fallback
211,1781080362095,1781080361954,192.168.35.239:42808,-2.61,-57.95,1781080361521,1134508110.4,3402596,3449656,0,275.69,275.18,-0.52,-3.40,1134508112.0,1134508112.0,11,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
212,1781080362570,1781080362368,192.168.35.209:50762,153.32,153.32,1781080362026,1127661952.3,3450992,3495455,0,275.83,74.27,-201.56,0.00,1127661944.0,1127661953.0,29,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,fallback
213,1781080362601,1781080362459,192.168.35.239:42808,-1.58,-56.43,1781080362026,1134508110.6,3450992,3498131,0,275.83,275.12,-0.70,-3.40,1134508107.0,1134508112.0,23,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
214,1781080362857,1781080362668,192.168.35.209:50762,1.10,0.00,1781080362529,1127661952.3,3499420,3524255,0,0.00,0.00,0.00,0.00,1127661953.0,1127661953.0,14,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,anchor_realign_vfdiff
215,1781080363018,1781080362868,192.168.35.209:50762,0.01,-40.02,1781080362529,1127661952.3,3499420,3534300,0,276.28,74.27,-202.01,-202.01,1127661953.0,1127661953.0,14,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
216,1781080363100,1781080362964,192.168.35.239:42808,-0.11,-60.89,1781080362529,1134508110.6,3499420,3546418,0,276.28,273.11,-3.18,-3.40,1134508107.0,1134508112.0,23,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
217,1781080363616,1781080363470,192.168.35.239:42808,-2.99,-58.46,1781080363037,1134508110.7,3548095,3595163,0,275.30,274.87,-0.43,-3.40,1134508110.0,1134508112.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
218,1781080363616,1781080363368,192.168.35.209:50762,-0.97,-39.06,1781080363037,1127661952.3,3548095,3582300,0,275.30,74.27,-201.03,-202.01,1127661953.0,1127661953.0,14,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
219,1781080364069,1781080363868,192.168.35.209:50762,-1.10,-28.89,1781080363541,1127661952.3,3596465,3630780,0,275.18,74.27,-200.91,-202.01,1127661953.0,1127661953.0,14,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
220,1781080364096,1781080363974,192.168.35.239:42808,-2.69,-58.70,1781080363541,1134508110.7,3596465,3643507,0,275.18,274.45,-0.73,-3.40,1134508110.0,1134508112.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
221,1781080364520,1781080364368,192.168.35.209:50762,0.30,-40.30,1781080364048,1127661952.3,3645176,3678300,0,276.58,74.27,-202.31,-202.01,1127661953.0,1127661953.0,14,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
222,1781080364593,1781080364478,192.168.35.239:42808,-2.11,-59.70,1781080364048,1134508110.9,3645176,3691956,0,276.58,275.14,-1.44,-3.40,1134508112.0,1134508112.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
223,1781080365102,1781080364868,192.168.35.209:50762,-1.09,-39.14,1781080364551,1127661952.4,3693434,3726300,0,275.25,74.27,-200.98,-202.01,1127661962.0,1127661953.0,27,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
224,1781080365108,1781080364981,192.168.35.239:42808,-2.82,-59.03,1781080364551,1134508110.9,3693434,3740184,0,275.25,274.52,-0.73,-3.40,1134508112.0,1134508112.0,14,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
225,1781080365537,1781080365368,192.168.35.209:50762,-4.89,-41.29,1781080365053,1127661952.4,3741643,3774300,0,273.45,74.27,-199.18,-202.01,1127661962.0,1127661953.0,27,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
226,1781080365604,1781080365487,192.168.35.239:42808,-6.54,-61.58,1781080365053,1134508111.0,3741643,3788743,0,273.45,274.33,0.88,-3.40,1134508116.0,1134508112.0,22,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
227,1781080366055,1781080365868,192.168.35.209:50762,-0.95,-39.41,1781080365457,1127661952.5,3780427,3822300,0,275.45,74.27,-201.18,-202.01,1127661947.0,1127661953.0,17,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
228,1781080366257,1781080366043,192.168.35.239:42808,-1.71,-60.73,1781080365960,1134508111.1,3828758,3842168,0,276.90,274.84,-2.06,-3.40,1134508115.0,1134508112.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
229,1781080366521,1781080366368,192.168.35.209:50762,0.49,-40.86,1781080365960,1127661952.5,3828758,3870300,0,276.90,74.27,-202.63,-202.01,1127661947.0,1127661953.0,17,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
230,1781080366705,1781080366549,192.168.35.239:42808,-2.78,-59.65,1781080366465,1134508111.1,3877228,3890741,0,275.80,274.81,-0.99,-3.40,1134508115.0,1134508112.0,21,11,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
231,1781080367011,1781080366868,192.168.35.209:50762,-0.66,-39.86,1781080366465,1127661952.5,3877228,3918300,0,275.80,74.27,-201.53,-202.01,1127661951.0,1127661953.0,10,7,0,0,0.00,0,0,0,0,0,0,0,7200,75,drift
